"","Date","High","Low","Close","High2"
"63","2019-09-06 19:33:58",2978.71,2978.71,2978.71,"2978.71"
"64","2019-09-06 19:34:28",2978.71,2978.71,2978.71,"2978.71"
"65","2019-09-06 19:34:58",2978.71,2978.71,2978.71,"2978.71"
"66","2019-09-06 19:35:28",2978.71,2978.71,2978.71,"2978.71"
"67","2019-09-06 19:35:58",2978.71,2978.71,2978.71,"2978.71"
"68","2019-09-06 19:36:28",2978.71,2978.71,2978.71,"2978.71"
"69","2019-09-06 19:36:58",2978.71,2978.71,2978.71,"2978.71"
"70","2019-09-06 19:37:28",2978.71,2978.71,2978.71,"2978.71"
"71","2019-09-06 19:37:58",2978.71,2978.71,2978.71,"2978.71"
"72","2019-09-06 19:38:28",2978.71,2978.71,2978.71,"2978.71"
"73","2019-09-06 19:38:58",2978.71,2978.71,2978.71,"2978.71"
"74","2019-09-06 19:39:28",2978.71,2978.71,2978.71,"2978.71"
"75","2019-09-06 19:39:58",2978.71,2978.71,2978.71,"2978.71"
"76","2019-09-06 19:40:28",2978.71,2978.71,2978.71,"2978.71"
"77","2019-09-06 19:40:58",2978.71,2978.71,2978.71,"2978.71"
"78","2019-09-06 19:41:28",2978.71,2978.71,2978.71,"2978.71"
"79","2019-09-06 19:41:58",2978.71,2978.71,2978.71,"2978.71"
"80","2019-09-06 19:42:28",2978.71,2978.71,2978.71,"2978.71"
"81","2019-09-06 19:42:58",2978.71,2978.71,2978.71,"2978.71"
"82","2019-09-06 19:43:28",2978.71,2978.71,2978.71,"2978.71"
"83","2019-09-06 19:43:58",2978.71,2978.71,2978.71,"2978.71"
"84","2019-09-06 19:44:28",2978.71,2978.71,2978.71,"2978.71"
"85","2019-09-06 19:44:58",2978.71,2978.71,2978.71,"2978.71"
"86","2019-09-06 19:45:28",2978.71,2978.71,2978.71,"2978.71"
"87","2019-09-06 19:45:58",2978.71,2978.71,2978.71,"2978.71"
"88","2019-09-06 19:46:28",2978.71,2978.71,2978.71,"2978.71"
"89","2019-09-06 19:46:58",2978.71,2978.71,2978.71,"2978.71"
"90","2019-09-06 19:47:28",2978.71,2978.71,2978.71,"2978.71"
"91","2019-09-06 19:47:58",2978.71,2978.71,2978.71,"2978.71"
"92","2019-09-06 19:48:28",2978.71,2978.71,2978.71,"2978.71"
"93","2019-09-06 19:48:58",2978.71,2978.71,2978.71,"2978.71"
"94","2019-09-06 19:49:28",2978.71,2978.71,2978.71,"2978.71"
"95","2019-09-06 19:49:58",2978.71,2978.71,2978.71,"2978.71"
"96","2019-09-06 19:50:28",2978.71,2978.71,2978.71,"2978.71"
"97","2019-09-06 19:50:58",2978.71,2978.71,2978.71,"2978.71"
"98","2019-09-06 19:51:28",2978.71,2978.71,2978.71,"2978.71"
"99","2019-09-06 19:51:58",2978.71,2978.71,2978.71,"2978.71"
"100","2019-09-06 19:52:28",2978.71,2978.71,2978.71,"2978.71"
"101","2019-09-06 19:52:58",2978.71,2978.71,2978.71,"2978.71"
"102","2019-09-06 19:53:28",2978.71,2978.71,2978.71,"2978.71"
"103","2019-09-06 19:53:58",2978.71,2978.71,2978.71,"2978.71"
"104","2019-09-06 19:54:28",2978.71,2978.71,2978.71,"2978.71"
"105","2019-09-06 19:54:58",2978.71,2978.71,2978.71,"2978.71"
"106","2019-09-06 19:55:28",2978.71,2978.71,2978.71,"2978.71"
"107","2019-09-06 19:55:58",2978.71,2978.71,2978.71,"2978.71"
"108","2019-09-06 19:56:28",2978.71,2978.71,2978.71,"2978.71"
"109","2019-09-06 19:56:58",2978.71,2978.71,2978.71,"2978.71"
"110","2019-09-06 19:57:28",2978.71,2978.71,2978.71,"2978.71"
"111","2019-09-06 19:57:58",2978.71,2978.71,2978.71,"2978.71"
"112","2019-09-06 19:58:28",2978.71,2978.71,2978.71,"2978.71"
"113","2019-09-06 19:58:58",2978.71,2978.71,2978.71,"2978.71"
"114","2019-09-06 19:59:28",2978.71,2978.71,2978.71,"2978.71"
"115","2019-09-06 19:59:58",2978.71,2978.71,2978.71,"2978.71"
"116","2019-09-06 20:00:28",2978.71,2978.71,2978.71,"2978.71"
"117","2019-09-06 20:00:58",2978.71,2978.71,2978.71,"2978.71"
"118","2019-09-06 20:01:28",2978.71,2978.71,2978.71,"2978.71"
"119","2019-09-06 20:01:58",2978.71,2978.71,2978.71,"2978.71"
"120","2019-09-06 20:02:28",2978.71,2978.71,2978.71,"2978.71"
"121","2019-09-06 20:02:58",2978.71,2978.71,2978.71,"2978.71"
"122","2019-09-06 20:03:28",2978.71,2978.71,2978.71,"2978.71"
"123","2019-09-06 20:03:58",2978.71,2978.71,2978.71,"2978.71"
